tweet_id,is_hate_tweet,annotation,has_mentions,num_mentions,has_hashtags,num_hashtags,has_urls,num_urls,total_positive_tokens,positive_token_ratio,total_negative_tokens,negative_token_ratio,total_subjective_tokens,subjective_token_ratio,blacklist_total,blacklist_ratio,char_count,token_count,has_uppercase_token,uppercase_token_ratio,lowercase_token_ratio,mixedcase_token_ratio,has_digits,has_questionmark,has_fullstop,has_exclamationpoint,tweet_age,tweet_hour,len_handle,len_name,account_age
575135746782195712,TRUE,racism,TRUE,2,FALSE,0,FALSE,0,0,0,0,0,1,0.04761904762,0,0,133,21,FALSE,0,0.7619047619,0.2380952381,TRUE,FALSE,TRUE,FALSE,793,4,9,10,870
564572934539575298,TRUE,sexism,TRUE,1,FALSE,0,FALSE,0,0,0,0,0,0,0,0,0,47,5,FALSE,0,0.2,0.8,TRUE,FALSE,TRUE,FALSE,823,24,5,16,993
576639085730639873,TRUE,racism,TRUE,1,FALSE,0,FALSE,0,0,0,0,0,1,0.05,1,0.05,109,20,FALSE,0,0.7,0.3,FALSE,FALSE,TRUE,FALSE,789,8,9,10,870
538127803095732224,TRUE,sexism,FALSE,0,TRUE,1,FALSE,0,1,0.06666666667,1,0.06666666667,3,0.2,0,0,85,15,FALSE,0,0.6,0.4,FALSE,FALSE,TRUE,FALSE,895,1,14,17,1647
561147028752064513,TRUE,sexism,TRUE,2,FALSE,0,FALSE,0,3,0.09375,4,0.125,6,0.1875,0,0,140,32,TRUE,0.03125,0.59375,0.375,FALSE,FALSE,TRUE,FALSE,832,14,5,16,993
560935926474735619,FALSE,none,TRUE,1,FALSE,0,TRUE,1,2,0.08333333333,0,0,0,0,0,0,136,24,TRUE,0.1666666667,0.2916666667,0.5416666667,TRUE,FALSE,TRUE,FALSE,833,24,9,10,870
572330737690492928,FALSE,none,FALSE,0,TRUE,1,FALSE,0,1,0.07692307692,1,0.07692307692,2,0.1538461538,1,0.07692307692,49,13,FALSE,0,0.6923076923,0.3076923077,FALSE,FALSE,FALSE,FALSE,801,10,12,6,1610
576001814929129472,TRUE,sexism,FALSE,0,TRUE,1,FALSE,0,1,0.05263157895,1,0.05263157895,3,0.1578947368,0,0,98,19,FALSE,0,0.7894736842,0.2105263158,FALSE,FALSE,FALSE,FALSE,791,13,14,10,2908
560642414474321920,FALSE,none,TRUE,1,FALSE,0,FALSE,0,1,0.05,0,0,1,0.05,1,0.05,123,20,FALSE,0,0.45,0.55,FALSE,FALSE,TRUE,FALSE,833,4,9,10,870
574609803315544068,FALSE,none,FALSE,0,FALSE,0,FALSE,0,4,0.1111111111,1,0.02777777778,6,0.1666666667,1,0.02777777778,132,36,TRUE,0.02777777778,0.6944444444,0.2777777778,TRUE,FALSE,TRUE,FALSE,795,17,14,16,3365
571478633732182016,FALSE,none,TRUE,2,FALSE,0,FALSE,0,1,0.08333333333,0,0,1,0.08333333333,0,0,61,12,TRUE,0.3333333333,0.25,0.4166666667,FALSE,TRUE,TRUE,FALSE,803,2,14,16,3365
564926223189413888,FALSE,none,TRUE,1,FALSE,0,FALSE,0,1,0.05882352941,0,0,1,0.05882352941,2,0.1176470588,83,17,TRUE,0.1176470588,0.7647058824,0.1176470588,FALSE,FALSE,TRUE,FALSE,822,24,14,16,3365
570993190724964352,FALSE,none,TRUE,1,FALSE,0,FALSE,0,0,0,2,0.1333333333,0,0,1,0.06666666667,76,15,FALSE,0,0.7333333333,0.2666666667,FALSE,TRUE,TRUE,FALSE,805,18,14,16,3365
563248036608868352,FALSE,none,FALSE,0,FALSE,0,FALSE,0,4,0.1379310345,3,0.1034482759,5,0.1724137931,0,0,139,29,TRUE,0.03448275862,0.8275862069,0.1379310345,FALSE,FALSE,TRUE,FALSE,826,9,14,16,3365
573703740017913856,FALSE,none,TRUE,1,FALSE,0,FALSE,0,0,0,0,0,0,0,0,0,27,5,TRUE,0.8,0,0.2,FALSE,FALSE,FALSE,FALSE,797,5,14,16,3365
565438983422107648,FALSE,none,FALSE,0,FALSE,0,FALSE,0,1,0.03571428571,2,0.07142857143,6,0.2142857143,0,0,138,28,FALSE,0,0.6785714286,0.3214285714,FALSE,TRUE,TRUE,FALSE,820,10,14,16,3365
565326731658395654,FALSE,none,FALSE,0,FALSE,0,FALSE,0,3,0.12,1,0.04,4,0.16,1,0.04,135,25,FALSE,0,0.92,0.08,FALSE,TRUE,FALSE,FALSE,820,2,14,16,3365
435845180529209344,FALSE,none,TRUE,1,FALSE,0,FALSE,0,0,0,1,0.05263157895,3,0.1578947368,0,0,103,19,FALSE,0,0.6842105263,0.3157894737,FALSE,FALSE,TRUE,FALSE,1178,19,14,17,1647
564581470518255616,FALSE,none,TRUE,1,FALSE,0,FALSE,0,2,0.06896551724,3,0.1034482759,5,0.1724137931,2,0.06896551724,140,29,FALSE,0,0.8965517241,0.1034482759,FALSE,FALSE,TRUE,FALSE,822,1,14,16,3365
564108731709788160,TRUE,racism,TRUE,2,FALSE,0,FALSE,0,1,0.04545454545,4,0.1818181818,5,0.2272727273,0,0,140,22,FALSE,0,0.7727272727,0.2272727273,TRUE,FALSE,FALSE,FALSE,824,18,9,10,870
567840000244498432,FALSE,none,FALSE,0,FALSE,0,FALSE,0,1,0.1,0,0,1,0.1,1,0.1,56,10,FALSE,0,0.8,0.2,FALSE,FALSE,TRUE,FALSE,813,1,14,16,3365
551857110405750785,FALSE,none,TRUE,2,FALSE,0,FALSE,0,1,0.04347826087,1,0.04347826087,1,0.04347826087,1,0.04347826087,127,23,TRUE,0.04347826087,0.5217391304,0.4347826087,TRUE,FALSE,TRUE,FALSE,858,22,9,10,870
572329496252170240,FALSE,none,FALSE,0,TRUE,1,FALSE,0,0,0,1,0.09090909091,1,0.09090909091,2,0.1818181818,46,11,FALSE,0,0.8181818182,0.1818181818,FALSE,TRUE,FALSE,FALSE,801,10,12,9,2002
570845958428188672,FALSE,none,FALSE,0,FALSE,0,FALSE,0,0,0,0,0,0,0,0,0,38,4,FALSE,0,0.5,0.5,TRUE,FALSE,TRUE,FALSE,805,8,14,16,3365
563569952599592960,TRUE,sexism,TRUE,2,FALSE,0,FALSE,0,0,0,0,0,1,0.1666666667,0,0,51,6,FALSE,0,0.5,0.5,TRUE,TRUE,TRUE,FALSE,825,6,5,16,993
564887515341914112,TRUE,racism,TRUE,4,FALSE,0,FALSE,0,1,0.05,1,0.05,1,0.05,1,0.05,123,20,FALSE,0,0.65,0.35,TRUE,FALSE,TRUE,FALSE,822,21,9,10,870
563398704657211392,FALSE,none,FALSE,0,FALSE,0,FALSE,0,1,0.1666666667,0,0,0,0,0,0,40,6,TRUE,0.1666666667,0.3333333333,0.5,FALSE,FALSE,TRUE,FALSE,826,19,14,16,3365
576772044362158080,TRUE,racism,TRUE,2,FALSE,0,FALSE,0,0,0,0,0,0,0,0,0,89,12,FALSE,0,0.6666666667,0.3333333333,TRUE,FALSE,TRUE,FALSE,789,16,9,10,870
557043547472289793,FALSE,none,TRUE,3,FALSE,0,FALSE,0,0,0,0,0,0,0,0,0,82,9,FALSE,0,0.3333333333,0.6666666667,TRUE,TRUE,TRUE,FALSE,843,6,9,10,870
575969360252006400,FALSE,none,TRUE,1,TRUE,1,FALSE,0,0,0,1,0.03448275862,2,0.06896551724,3,0.1034482759,138,29,TRUE,0.06896551724,0.7931034483,0.1379310345,FALSE,FALSE,TRUE,TRUE,791,11,10,12,2870
575954255732871168,FALSE,none,TRUE,1,TRUE,1,FALSE,0,0,0,0,0,0,0,2,0.07407407407,117,27,TRUE,0.07407407407,0.5925925926,0.3333333333,FALSE,FALSE,TRUE,FALSE,791,10,10,13,2932
575971386381987840,TRUE,sexism,FALSE,0,TRUE,1,FALSE,0,2,0.25,2,0.25,3,0.375,1,0.125,37,8,TRUE,0.125,0.625,0.25,FALSE,FALSE,FALSE,FALSE,791,11,11,15,2986
523253606049271808,TRUE,sexism,TRUE,1,FALSE,0,FALSE,0,1,0.07142857143,2,0.1428571429,1,0.07142857143,0,0,89,14,TRUE,0.07142857143,0.7857142857,0.1428571429,FALSE,FALSE,FALSE,FALSE,937,24,14,17,1647
570613662181797888,TRUE,sexism,TRUE,1,FALSE,0,FALSE,0,4,0.2222222222,1,0.05555555556,4,0.2222222222,0,0,87,18,TRUE,0.1666666667,0.5555555556,0.2777777778,TRUE,FALSE,TRUE,FALSE,806,16,5,16,993
571741797199659010,FALSE,none,FALSE,0,FALSE,0,FALSE,0,3,0.12,1,0.04,1,0.04,2,0.08,127,25,TRUE,0.04,0.84,0.12,FALSE,FALSE,TRUE,FALSE,803,19,14,16,3365
563159112888758272,FALSE,none,TRUE,1,TRUE,2,TRUE,1,0,0,1,0.05263157895,0,0,0,0,134,19,TRUE,0.1052631579,0.3157894737,0.5789473684,TRUE,FALSE,TRUE,FALSE,826,3,9,10,870
571725985244045312,FALSE,none,FALSE,0,FALSE,0,FALSE,0,2,0.1333333333,1,0.06666666667,3,0.2,1,0.06666666667,70,15,TRUE,0.06666666667,0.8,0.1333333333,FALSE,FALSE,TRUE,FALSE,803,18,14,16,3365
564226053099372545,FALSE,none,TRUE,2,FALSE,0,FALSE,0,0,0,2,0.125,2,0.125,1,0.0625,101,16,FALSE,0,0.5625,0.4375,TRUE,FALSE,TRUE,FALSE,823,1,9,10,870
575635292935221249,FALSE,none,TRUE,1,TRUE,1,FALSE,0,0,0,1,0.07142857143,1,0.07142857143,0,0,95,14,TRUE,0.07142857143,0.5714285714,0.3571428571,TRUE,FALSE,TRUE,FALSE,792,13,15,5,1000
575597465019289600,TRUE,sexism,FALSE,0,TRUE,1,FALSE,0,1,0.07142857143,0,0,2,0.1428571429,1,0.07142857143,59,14,FALSE,0,0.5714285714,0.4285714286,FALSE,FALSE,FALSE,FALSE,792,11,11,12,2209
553946226513948672,FALSE,none,TRUE,3,FALSE,0,FALSE,0,0,0,0,0,3,0.1875,0,0,115,16,TRUE,0.0625,0.625,0.3125,TRUE,FALSE,TRUE,FALSE,852,17,9,10,870
562875529561653249,FALSE,none,FALSE,0,FALSE,0,FALSE,0,0,0,0,0,0,0,0,0,25,4,FALSE,0,0.25,0.75,TRUE,TRUE,FALSE,FALSE,827,8,14,16,3365
575600663092056064,FALSE,none,FALSE,0,TRUE,1,FALSE,0,1,0.04761904762,0,0,2,0.09523809524,2,0.09523809524,106,21,TRUE,0.09523809524,0.6666666667,0.2380952381,FALSE,TRUE,FALSE,FALSE,792,11,9,10,1886
546017749994979328,TRUE,sexism,TRUE,1,FALSE,0,FALSE,0,1,0.1,0,0,2,0.2,0,0,68,10,FALSE,0,0.9,0.1,TRUE,FALSE,FALSE,FALSE,874,20,14,17,1647
419587822383689728,TRUE,sexism,FALSE,0,FALSE,0,FALSE,0,1,0.03571428571,2,0.07142857143,2,0.07142857143,1,0.03571428571,138,28,TRUE,0.03571428571,0.8571428571,0.1071428571,TRUE,FALSE,FALSE,FALSE,1223,22,14,17,1647
576204659657818112,FALSE,none,FALSE,0,FALSE,0,FALSE,0,0,0,0,0,0,0,0,0,35,9,FALSE,0,0.3333333333,0.6666666667,FALSE,TRUE,FALSE,FALSE,790,3,14,16,3365
572333734348791808,TRUE,sexism,TRUE,2,TRUE,2,FALSE,0,4,0.1666666667,2,0.08333333333,2,0.08333333333,1,0.04166666667,127,24,TRUE,0.08333333333,0.6666666667,0.25,FALSE,FALSE,TRUE,FALSE,801,10,8,4,2259
575486458787573760,FALSE,none,TRUE,3,FALSE,0,FALSE,0,0,0,0,0,1,0.09090909091,1,0.09090909091,78,11,FALSE,0,0.5454545455,0.4545454545,TRUE,FALSE,TRUE,FALSE,792,3,9,10,870
576094009363337217,FALSE,none,TRUE,2,FALSE,0,FALSE,0,1,0.05263157895,1,0.05263157895,2,0.1052631579,0,0,97,19,TRUE,0.05263157895,0.6842105263,0.2631578947,FALSE,TRUE,FALSE,FALSE,791,19,14,16,3365
562349627215986688,TRUE,sexism,TRUE,3,FALSE,0,FALSE,0,3,0.1428571429,0,0,2,0.09523809524,0,0,140,21,FALSE,0,0.7619047619,0.2380952381,FALSE,FALSE,TRUE,FALSE,829,21,5,16,993
462636011512549376,TRUE,sexism,TRUE,1,FALSE,0,FALSE,0,1,0.03571428571,1,0.03571428571,3,0.1071428571,3,0.1071428571,140,28,TRUE,0.03571428571,0.75,0.2142857143,TRUE,FALSE,TRUE,FALSE,1104,17,14,17,1647
575960246620794880,TRUE,sexism,TRUE,1,TRUE,1,FALSE,0,3,0.1034482759,2,0.06896551724,6,0.2068965517,2,0.06896551724,136,29,TRUE,0.06896551724,0.7931034483,0.1379310345,TRUE,FALSE,TRUE,FALSE,791,11,11,13,1550
549673730071220224,TRUE,sexism,TRUE,1,TRUE,2,FALSE,0,0,0,2,0.08,2,0.08,0,0,127,25,TRUE,0.08,0.72,0.2,TRUE,TRUE,FALSE,FALSE,864,22,14,17,1647
570648763372408832,TRUE,racism,FALSE,0,FALSE,0,FALSE,0,1,0.0625,0,0,2,0.125,2,0.125,101,16,FALSE,0,0.8125,0.1875,TRUE,FALSE,TRUE,FALSE,806,19,9,10,870
575598780357083137,FALSE,none,FALSE,0,TRUE,1,FALSE,0,3,0.1428571429,2,0.09523809524,3,0.1428571429,2,0.09523809524,103,21,TRUE,0.04761904762,0.7619047619,0.1904761905,FALSE,FALSE,FALSE,FALSE,792,11,6,4,1307
575957448516739072,TRUE,sexism,TRUE,1,TRUE,1,FALSE,0,0,0,1,0.07692307692,1,0.07692307692,0,0,77,13,TRUE,0.07692307692,0.6153846154,0.3076923077,FALSE,FALSE,TRUE,FALSE,791,10,13,13,1843
575603186196590593,FALSE,none,FALSE,0,TRUE,2,FALSE,0,0,0,2,0.2,0,0,2,0.2,58,10,FALSE,0,0.6,0.4,FALSE,FALSE,FALSE,TRUE,792,11,11,5,1480
572334548807073792,FALSE,none,FALSE,0,TRUE,2,FALSE,0,0,0,0,0,0,0,1,0.1111111111,50,9,FALSE,0,0.8888888889,0.1111111111,FALSE,FALSE,FALSE,FALSE,801,10,7,7,2885
563847727612981248,TRUE,sexism,TRUE,2,FALSE,0,FALSE,0,1,0.1111111111,0,0,0,0,0,0,60,9,TRUE,0.2222222222,0.2222222222,0.5555555556,TRUE,TRUE,TRUE,FALSE,825,24,5,16,993
572341252550627328,TRUE,sexism,TRUE,1,TRUE,1,FALSE,0,5,0.1785714286,1,0.03571428571,3,0.1071428571,2,0.07142857143,119,28,TRUE,0.07142857143,0.6071428571,0.3214285714,FALSE,TRUE,TRUE,FALSE,801,11,15,10,1768
574406292736888832,FALSE,none,FALSE,0,FALSE,0,FALSE,0,0,0,1,0.03448275862,5,0.1724137931,0,0,137,29,TRUE,0.06896551724,0.6551724138,0.275862069,FALSE,FALSE,TRUE,FALSE,795,4,14,16,3365
566699998331404288,FALSE,none,TRUE,1,FALSE,0,FALSE,0,0,0,0,0,0,0,0,0,16,4,TRUE,0.25,0.25,0.5,FALSE,FALSE,FALSE,FALSE,817,21,14,16,3365
565913482982195200,TRUE,racism,FALSE,0,FALSE,0,FALSE,0,0,0,1,0.04545454545,0,0,2,0.09090909091,131,22,FALSE,0,0.5454545455,0.4545454545,FALSE,FALSE,TRUE,FALSE,819,17,9,10,870
575595597832437761,FALSE,none,FALSE,0,TRUE,1,FALSE,0,0,0,2,0.1666666667,1,0.08333333333,0,0,53,12,FALSE,0,0.5,0.5,FALSE,FALSE,FALSE,FALSE,792,10,11,9,2578
564454553999773697,TRUE,racism,TRUE,3,FALSE,0,FALSE,0,1,0.05263157895,1,0.05263157895,3,0.1578947368,2,0.1052631579,124,19,FALSE,0,0.6842105263,0.3157894737,FALSE,FALSE,TRUE,FALSE,823,17,9,10,870
570432231551799297,FALSE,none,TRUE,1,FALSE,0,FALSE,0,0,0,0,0,4,0.1739130435,1,0.04347826087,135,23,FALSE,0,0.8695652174,0.1304347826,FALSE,FALSE,TRUE,FALSE,806,4,14,16,3365
574963890284457984,TRUE,sexism,TRUE,2,FALSE,0,FALSE,0,3,0.12,1,0.04,3,0.12,4,0.16,135,25,FALSE,0,0.76,0.24,FALSE,FALSE,TRUE,FALSE,794,17,9,10,870
568145454363332608,FALSE,none,TRUE,1,FALSE,0,FALSE,0,0,0,0,0,0,0,1,0.0625,80,16,TRUE,0.4375,0.3125,0.25,FALSE,TRUE,TRUE,FALSE,813,21,14,16,3365
576397915049975808,FALSE,none,FALSE,0,FALSE,0,FALSE,0,1,0.05882352941,0,0,0,0,1,0.05882352941,74,17,FALSE,0,0.7058823529,0.2941176471,FALSE,FALSE,TRUE,FALSE,790,16,14,16,3365
566396093491998720,TRUE,racism,FALSE,0,FALSE,0,FALSE,0,1,0.04166666667,2,0.08333333333,1,0.04166666667,3,0.125,126,24,FALSE,0,0.7916666667,0.2083333333,FALSE,FALSE,TRUE,FALSE,817,1,9,10,870
563318055527145472,FALSE,none,FALSE,0,FALSE,0,FALSE,0,4,0.2352941176,1,0.05882352941,1,0.05882352941,2,0.1176470588,74,17,TRUE,0.1176470588,0.5882352941,0.2941176471,FALSE,FALSE,TRUE,FALSE,826,13,14,16,3365
575602052543311872,FALSE,none,TRUE,1,TRUE,1,FALSE,0,1,0.06666666667,0,0,1,0.06666666667,0,0,79,15,TRUE,0.06666666667,0.7333333333,0.2,FALSE,TRUE,FALSE,FALSE,792,11,11,8,1497
559159776592924672,FALSE,none,TRUE,2,FALSE,0,FALSE,0,3,0.2307692308,0,0,2,0.1538461538,0,0,66,13,TRUE,0.1538461538,0.5384615385,0.3076923077,TRUE,FALSE,TRUE,FALSE,837,2,9,10,870
572334981353095168,FALSE,none,FALSE,0,TRUE,1,FALSE,0,0,0,0,0,0,0,1,0.09090909091,49,11,FALSE,0,0.8181818182,0.1818181818,FALSE,TRUE,FALSE,FALSE,801,10,11,7,1316
407992874416865280,TRUE,sexism,TRUE,1,FALSE,0,FALSE,0,2,0.08,2,0.08,2,0.08,2,0.08,125,25,TRUE,0.04,0.76,0.2,FALSE,FALSE,TRUE,FALSE,1255,23,14,17,1647
568240587649867776,TRUE,racism,TRUE,2,FALSE,0,FALSE,0,1,0.04166666667,0,0,1,0.04166666667,2,0.08333333333,140,24,TRUE,0.125,0.4166666667,0.4583333333,FALSE,FALSE,TRUE,FALSE,812,3,9,10,870
567941680889860098,TRUE,racism,FALSE,0,TRUE,1,FALSE,0,0,0,0,0,0,0,0,0,60,10,FALSE,0,0.5,0.5,FALSE,FALSE,TRUE,FALSE,813,8,9,10,870
575619450679922688,FALSE,none,TRUE,1,TRUE,1,FALSE,0,2,0.06666666667,1,0.03333333333,3,0.1,3,0.1,128,30,TRUE,0.06666666667,0.5333333333,0.4,FALSE,TRUE,FALSE,TRUE,792,12,9,11,866
560300195397640192,TRUE,racism,TRUE,2,FALSE,0,FALSE,0,0,0,0,0,2,0.1176470588,2,0.1176470588,136,17,FALSE,0,0.6470588235,0.3529411765,TRUE,FALSE,TRUE,FALSE,834,5,9,10,870
576099852808933376,FALSE,none,TRUE,1,FALSE,0,FALSE,0,0,0,1,0.1428571429,1,0.1428571429,0,0,39,7,FALSE,0,0.4285714286,0.5714285714,TRUE,FALSE,TRUE,FALSE,791,20,14,16,3365
569176414999588864,FALSE,none,FALSE,0,FALSE,0,FALSE,0,1,0.06666666667,0,0,0,0,0,0,60,15,TRUE,0.2666666667,0.5333333333,0.2,FALSE,FALSE,TRUE,FALSE,810,17,14,16,3365
560818241786765312,TRUE,sexism,TRUE,1,TRUE,1,FALSE,0,0,0,0,0,0,0,0,0,62,8,TRUE,0.125,0.5,0.375,FALSE,TRUE,FALSE,FALSE,833,16,14,17,1647
575950853644775424,FALSE,none,FALSE,0,TRUE,1,FALSE,0,0,0,1,0.1,1,0.1,1,0.1,43,10,TRUE,0.1,0.7,0.2,TRUE,FALSE,FALSE,FALSE,791,10,6,8,1908
575506339029352449,TRUE,racism,TRUE,2,FALSE,0,FALSE,0,0,0,1,0.04166666667,1,0.04166666667,2,0.08333333333,140,24,FALSE,0,0.6666666667,0.3333333333,FALSE,FALSE,TRUE,FALSE,792,4,9,10,870
575956263281913857,FALSE,none,FALSE,0,TRUE,1,FALSE,0,0,0,0,0,0,0,1,0.1,37,10,TRUE,0.1,0.5,0.4,FALSE,TRUE,FALSE,FALSE,791,10,15,3,2060
447000509447024640,TRUE,sexism,TRUE,1,FALSE,0,FALSE,0,2,0.1052631579,1,0.05263157895,1,0.05263157895,0,0,81,19,TRUE,0.05263157895,0.2631578947,0.6842105263,FALSE,FALSE,TRUE,FALSE,1147,14,14,17,1647
568082122155495427,FALSE,none,TRUE,1,TRUE,1,FALSE,0,0,0,0,0,0,0,0,0,52,5,TRUE,0.2,0.2,0.6,TRUE,FALSE,TRUE,FALSE,813,17,9,10,870
562271520144121858,FALSE,none,TRUE,1,FALSE,0,FALSE,0,0,0,1,0.08333333333,0,0,1,0.08333333333,66,12,FALSE,0,0.5,0.5,TRUE,TRUE,FALSE,FALSE,829,16,9,10,870
443574538576478208,TRUE,sexism,TRUE,1,TRUE,1,FALSE,0,2,0.1666666667,0,0,1,0.08333333333,1,0.08333333333,85,12,TRUE,0.08333333333,0.5833333333,0.3333333333,FALSE,FALSE,FALSE,FALSE,1156,3,14,17,1647
400715664958042112,FALSE,none,FALSE,0,FALSE,0,FALSE,0,1,0.03125,3,0.09375,4,0.125,1,0.03125,133,32,FALSE,0,0.59375,0.40625,FALSE,FALSE,TRUE,FALSE,1275,21,14,17,1647
574003317606477824,TRUE,racism,TRUE,1,FALSE,0,FALSE,0,0,0,1,0.125,1,0.125,0,0,66,8,FALSE,0,0.375,0.625,TRUE,FALSE,TRUE,FALSE,796,1,9,10,870
572329649365123072,FALSE,none,TRUE,1,TRUE,1,FALSE,0,4,0.1818181818,2,0.09090909091,2,0.09090909091,2,0.09090909091,98,22,TRUE,0.04545454545,0.7727272727,0.1818181818,FALSE,FALSE,TRUE,FALSE,801,10,9,6,2460
560229640417984512,TRUE,racism,TRUE,1,FALSE,0,FALSE,0,2,0.08333333333,2,0.08333333333,3,0.125,0,0,124,24,TRUE,0.04166666667,0.75,0.2083333333,TRUE,FALSE,TRUE,FALSE,834,1,9,10,870
572355295076208640,TRUE,sexism,FALSE,0,TRUE,1,FALSE,0,4,0.1333333333,2,0.06666666667,3,0.1,0,0,143,30,TRUE,0.03333333333,0.7666666667,0.2,FALSE,TRUE,FALSE,FALSE,801,12,13,14,2862
575599746162647040,TRUE,sexism,FALSE,0,TRUE,1,FALSE,0,0,0,1,0.07692307692,0,0,1,0.07692307692,61,13,TRUE,0.07692307692,0.4615384615,0.4615384615,FALSE,FALSE,FALSE,FALSE,792,11,9,15,2257
575635651607072769,FALSE,none,FALSE,0,TRUE,4,TRUE,1,0,0,0,0,0,0,0,0,106,19,FALSE,0,0.4736842105,0.5263157895,TRUE,FALSE,TRUE,FALSE,792,13,13,13,1134
575953666911281153,FALSE,none,FALSE,0,TRUE,1,FALSE,0,1,0.07692307692,0,0,1,0.07692307692,2,0.1538461538,51,13,FALSE,0,0.7692307692,0.2307692308,FALSE,FALSE,TRUE,FALSE,791,10,15,2,2123
562741463931699200,FALSE,none,TRUE,2,FALSE,0,FALSE,0,1,0.1666666667,0,0,1,0.1666666667,0,0,37,6,FALSE,0,0.8333333333,0.1666666667,FALSE,TRUE,FALSE,FALSE,828,23,14,16,3365
570236419026886657,TRUE,sexism,TRUE,1,FALSE,0,FALSE,0,1,0.05,2,0.1,1,0.05,0,0,111,20,TRUE,0.05,0.5,0.45,TRUE,FALSE,TRUE,FALSE,807,15,5,16,993
499028343044726784,FALSE,none,FALSE,0,FALSE,0,FALSE,0,0,0,0,0,0,0,0,0,58,11,FALSE,0,0.2727272727,0.7272727273,FALSE,FALSE,FALSE,FALSE,1003,4,14,17,1647
566837535255429120,FALSE,none,TRUE,3,FALSE,0,FALSE,0,0,0,3,0.1363636364,3,0.1363636364,0,0,140,22,FALSE,0,0.5454545455,0.4545454545,FALSE,FALSE,TRUE,FALSE,816,6,9,10,870
562786361045164032,FALSE,none,FALSE,0,FALSE,0,FALSE,0,1,0.07692307692,2,0.1538461538,2,0.1538461538,1,0.07692307692,67,13,FALSE,0,0.8461538462,0.1538461538,FALSE,FALSE,TRUE,FALSE,827,2,14,16,3365
415244982597861376,TRUE,sexism,TRUE,1,FALSE,0,FALSE,0,1,0.05555555556,1,0.05555555556,3,0.1666666667,0,0,90,18,TRUE,0.05555555556,0.7777777778,0.1666666667,FALSE,FALSE,TRUE,FALSE,1235,23,14,17,1647
476765611528183809,FALSE,none,TRUE,1,FALSE,0,FALSE,0,3,0.1363636364,1,0.04545454545,5,0.2272727273,1,0.04545454545,101,22,FALSE,0,0.6818181818,0.3181818182,FALSE,TRUE,TRUE,FALSE,1065,17,14,17,1647
574982904243097602,TRUE,sexism,FALSE,0,FALSE,0,FALSE,0,3,0.125,1,0.04166666667,2,0.08333333333,2,0.08333333333,116,24,FALSE,0,0.875,0.125,FALSE,FALSE,TRUE,FALSE,794,18,9,10,870
